,model_classification,reasoning,unique_id
3990,result,"This citation presents findings from an experiment or study, mentioning In as a key outcome or conclusion.",ab9fc155e7351e6b7b4c437420cc846b8ac12969>025834b65afb6cc6490f1dc4cc4b8ab1991ca7ad_0
3991,method,"The citation describes a specific experimental approach or procedure, such as coli, which is used to conduct the research.",68643223cb52593ff6d56df831ebafd0baa44019>9285a3321c83ff2afdb3f455abd3e4e5a278f303_0
3992,background,"This citation provides foundational information about CRS-induced and its relevance, helping to establish context for the study.",7a556b466216ab69fb11eb2f150f52ebffe3096c>c0604109ae879495f684b838321b7efb5d127081_1
3993,method,"The citation describes a specific experimental approach or procedure, such as The, which is used to conduct the research.",033d81da7d1262cbd5e48b0357744a4b98aa3429>2e4799fad162f7d248978de9e45ed4bd245e88ae_0
3994,background,"This citation provides foundational information about Male and its relevance, helping to establish context for the study.",d24129253055098f147c9b5e9126ed4edd50fa5c>525c14d06dc69067a5dd60428d38d73b5db4f1a7_1
3995,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",f4ece3d21b4b18bbf871b7de444edcd459f959f4>364cfa30e09f678912c10fd7e29d1781f3c2fa22_0
3996,background,"This citation provides foundational information about Each and its relevance, helping to establish context for the study.",b127f216fd9d7415139481529829eb15c3432cbb>1080eb90b6b9b498f9ec49caab443bce4d601943_0
3997,result,"This citation presents findings from an experiment or study, mentioning These as a key outcome or conclusion.",a0eafc11bf159d598475a07c98b9cedf30b86cb7>4957147f205941d97c60186eee1b1e4236bbee72_0
3998,background,"This citation provides foundational information about It and its relevance, helping to establish context for the study.",a7c799ae8f18437be7435f75153629f208d4dc34>22f3b2d06f3853fa007d0fb5d5ab04839bca8e0e_0
3999,background,"This citation provides foundational information about Table and its relevance, helping to establish context for the study.",b8ca27d55bfe7475c9fe48c43a592e778c1f7830>02c4c2b3d68a6b1c8c1b2e54613d96fd8a674ea4_3
4000,background,"This citation provides foundational information about A and its relevance, helping to establish context for the study.",ce0ca90c7b34525306f49cbee40465972254f6c3>230ebe13b29d05e9c1ef6aede264ee108eb64592_0
4001,background,"This citation provides foundational information about multiple and its relevance, helping to establish context for the study.",098b03fa2d4f68c227d8046720bcbe170497618c>8fde490964c88088536693cbe2077a49aa34eca0_2
4002,background,"This citation provides foundational information about P and its relevance, helping to establish context for the study.",0012d808e76e1cd0e5ddeea10824a0811942a7e5>53bec9f572ae3b40e8c881b8f5fdb255ccbb9fb3_4
4003,method,"The citation describes a specific experimental approach or procedure, such as The, which is used to conduct the research.",1761f72c9df50348acc084a485f4ff29eb38de6e>f33ec259bd626a565bca925d2268bff2446632e7_1
4004,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",1d18c99deaefc3ac0f5610a5905a599c3b910e36>bce6d40557cfe79df51f33ae3288ac002a7050c3_1
4005,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",2e5fd68ddfefa060ce6b533085a5361c73d249e1>1c39e83614291367d7a2e8bae48babd7b08d2930_1
4006,background,"This citation provides foundational information about …indicates and its relevance, helping to establish context for the study.",0d5455e0c4f87f4f01b0683061007b1c2e34ba65>11504a8d6eea253cfb3ae843ba2eae76f9eb6a16_1
4007,method,"The citation describes a specific experimental approach or procedure, such as …software, which is used to conduct the research.",162d6679433158005102fea88db80b2117940bdc>526ab4add507b2390400593681209e8a4ddd6b48_2
4008,background,"This citation provides foundational information about 5 and its relevance, helping to establish context for the study.",83b4ab34de05f70eb49d6529deb4b2e5e7ecfc6a>df29d6d2602ef4c0188d5d74fb2898ab7570f101_0
4009,method,"The citation describes a specific experimental approach or procedure, such as ‚Ä¶both, which is used to conduct the research.",77a475e14da20990a41d531bef2297b8a6ca2d32>d51fb4a6244e775cea0f9d2075c1839610b07acc_0
4010,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",3c93f4504048ecdc9005cadae21ce8da9b635d18>4347de89a30327f73e71878e5a49381c8ab16b3b_0
4011,method,"The citation describes a specific experimental approach or procedure, such as We, which is used to conduct the research.",2d32aa47bed762b441e043f80c2cc0839b70fbdd>2872406d1224c193a74d837e624c33fd799fb2d3_8
4012,method,"The citation describes a specific experimental approach or procedure, such as Specifically,, which is used to conduct the research.",a1234d1cab5a512aaf4458e785d54c2ef1d86b7a>221983f994ce790ec8ecafce3674b0b753d4b32d_0
4013,method,"The citation describes a specific experimental approach or procedure, such as Following, which is used to conduct the research.",ad362e39973fa81d94c9a5c425d8755dbdbbc26d>29ca14af54ab6f6fa8d9a34cb733a811ec6c339e_4
4014,background,"This citation provides foundational information about , and its relevance, helping to establish context for the study.",e364d59a1dc537f2d51cebd7647030833629bb07>d18293e4a7b9d11f93cd5384005e289e00122f07_1
4015,method,"The citation describes a specific experimental approach or procedure, such as Finally,, which is used to conduct the research.",22b8152734acc31e093a6fb688f1cd71a194f075>d87e0fe839df1a2594347bcd4418852a175cea24_2
4016,background,"This citation provides foundational information about This and its relevance, helping to establish context for the study.",fbcb483ffb6eddde14dac00e0402f7270575d0e0>0cff7d33d059c6cc7a3a99c45a96ffeba09cd573_0
4017,background,"This citation provides foundational information about Similarly, and its relevance, helping to establish context for the study.",b7648e086351df05eea1570dc1e43f39709e9b1b>fddaa6c6e415624f84ab46f12c836deaaf9c7c38_0
4018,method,"The citation describes a specific experimental approach or procedure, such as [25], which is used to conduct the research.",52aff467de82394e686f5daaa8ef0f572ac97ee6>dd1a01d1be650f5d4c8336bd91efc4f33459ba6f_0
4019,background,"This citation provides foundational information about [25] and its relevance, helping to establish context for the study.",a30aaa79f8962b2079e5dc4aadaa4c1ef521acbf>8935ce60ac3725b3cf87ffb85d4e0cca74bc02f1_1
4020,method,"The citation describes a specific experimental approach or procedure, such as The, which is used to conduct the research.",681083ce45eb57225c9f1ab4d016bbc58ec46a14>5d79f7f04fcd0ce77c26fdf00a6a55b67ea8ecd3_16
4021,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",cf3d0d63e8ed6cb6bac03c00d21d8b87c83a39d5>3d8487b14c2aae003bcdf41f857e0b51c91f285f_7
4022,background,"This citation provides foundational information about …brain and its relevance, helping to establish context for the study.",59dba7cd80edcce831d20b35f9eb597bba290154>273996fbf99465211eb8306abe8c56c5835f332e_1
4023,method,"The citation describes a specific experimental approach or procedure, such as Some, which is used to conduct the research.",1d427e5c9b21bcdb2d00e078acf3ae83663fb2cf>c1bb81ae5300595c2727b78628caa734911c6a6a_1
4024,background,"This citation provides foundational information about Moreover, and its relevance, helping to establish context for the study.",7d53a24af17569b11cc49d26ceaf75aefb0566ad>f96e40f804e2764ad75d87a430b61a810616eef7_1
4025,background,"This citation provides foundational information about Countries and its relevance, helping to establish context for the study.",f31e2ad811fca326c5fffc4405c91d9f8b181a06>d7f2e484265ed8d6f7fdb8e63cee4dae57eb2cde_1
4026,method,"The citation describes a specific experimental approach or procedure, such as The, which is used to conduct the research.",e08612708ff3a2092d1d8833b103d87ac86e8f65>ae7387f65645e03b0f2b2c101de758027cdd3866_0
4027,background,"This citation provides foundational information about In and its relevance, helping to establish context for the study.",d8f915342dee431558368107381583a6db146135>da1bfc89bdd64622df21b78a99235ec0d2512ba7_1
4028,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",1eb01f40a4adfc6ba15f35a13c3b1ce48eacaf9f>3d2995c69fd80baf7b88ccf77d8754e60fd95f5e_2
4029,background,"This citation provides foundational information about This and its relevance, helping to establish context for the study.",93be00306300885a956165f4654d94b05e5c7959>f249596513f8317b7a8e4bac5d961d2a404620dd_0
4030,background,"This citation provides foundational information about On and its relevance, helping to establish context for the study.",67f2878b70b6635b0c6286637ec300ddba8ab334>573533faf554a05578f01820ab17f88a475fb8b9_1
4031,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",32ee53006ea4902230b9436f36197177208fbb94>c30e52fd90cd870ba9ee6da7daf99d7b2484d292_12
4032,method,"The citation describes a specific experimental approach or procedure, such as Various, which is used to conduct the research.",5550c4a3b899f2a493d77cdfff7d5121e6c15ba4>3d58af42e260a67f91f3d38f49eb2a80750817d2_2
4033,background,"This citation provides foundational information about Although and its relevance, helping to establish context for the study.",8adea81be3d05538d844c582d79ca319cf5ee448>91828be2a1e5b407bfee3b3c6ed77a7a3d40a137_0
4034,background,"This citation provides foundational information about Recurrent and its relevance, helping to establish context for the study.",227657908bb58db265e325553ce404609f307c95>ba5066820fb77cbff43f69d7a91c290601eb28a6_0
4035,background,"This citation provides foundational information about Khan and its relevance, helping to establish context for the study.",02965cba77650e125791340203765518df0d632c>f9a76372a17725c70b0481b425f62e9ab6c9669d_0
4036,background,"This citation provides foundational information about ) and its relevance, helping to establish context for the study.",c25c8199a7898f8470cd1c8c97b2a5641310d0c9>7e2627724fc23e0c71177da7b88c31fec014057a_0
4037,method,"The citation describes a specific experimental approach or procedure, such as Following, which is used to conduct the research.",6f1d728fe93065c50f032df07a6997272714a02f>34858dcd73746930218eaf514304008e201da687_0
4038,method,"The citation describes a specific experimental approach or procedure, such as First,, which is used to conduct the research.",7027f789e3196d4389b6354f59e947e5a5b243cf>31e307515c2b1ced0774224c01bcf5fe225c9e71_0
4039,background,"This citation provides foundational information about A and its relevance, helping to establish context for the study.",2417526934446d81023af49f27bb7f52044bcb78>73f36294b5992a53e4f075e384fe30a13c629bb4_16
4040,method,"The citation describes a specific experimental approach or procedure, such as We, which is used to conduct the research.",624607ef5fb909aa9d4ca52341c229c8d29fec5a>9cebb3ba43b98c85aa805967a56ba81bab464d7f_5
4041,background,"This citation provides foundational information about Peña and its relevance, helping to establish context for the study.",90e3135b8b3ae3871c2d272a5971b703174bcd96>466e2d457c348272f138f0aa48618c85b563a3fc_6
4042,result,"This citation presents findings from an experiment or study, mentioning Even as a key outcome or conclusion.",fc95cd0aaf9734caa77382436c60caddbdae87dd>78a6420876ed20d4581be47dd52642476d71c558_2
4043,background,"This citation provides foundational information about In and its relevance, helping to establish context for the study.",0b3f3fea1df442338a6bccf782663c972dbbccb8>694eb242f826153de04b1e503d78623383a98a88_2
4044,background,"This citation provides foundational information about Finding and its relevance, helping to establish context for the study.",da0d70c19a441d1c6a1efc7961398f164962795e>674d0c61553af234d163f35f286662f84cf7cb72_0
4045,result,"This citation presents findings from an experiment or study, mentioning This as a key outcome or conclusion.",2c8b6647b7c5fad5e28b59ed44baaf9b9212ac47>6acdb9514ea23fe114bccc6ec4453ad6c684de6f_2
4046,background,"This citation provides foundational information about Such and its relevance, helping to establish context for the study.",4f46dae1c79c2e309706e3e7b7387bf2cd0d555b>5bf40e05f3dd4031e3456d818e2fb917a605bb1c_1
4047,method,"The citation describes a specific experimental approach or procedure, such as Using, which is used to conduct the research.",4401ec0c8461f0d4ee1df4a09cd0fd6a3a025fb3>51073ac5a294372f2caa810da41bb3926bc8544c_8
4048,background,"This citation provides foundational information about Over and its relevance, helping to establish context for the study.",3b1fee9510b99585557de0d30852ae1e75cbbd26>14665674e2db3e3b7b16ebe7ecab87bfdf7c0e41_0
4049,background,"This citation provides foundational information about Incidences and its relevance, helping to establish context for the study.",6c32122fa0acd8687008661fc107dc5db351a2a6>dcf7f02faff36adbc2b28c7c718fdd0d8358d350_2
4050,background,"This citation provides foundational information about binding and its relevance, helping to establish context for the study.",36fa60343748f4653e049260f48f30edf56a004d>ea569ea1f4ef9a32687df042ed933a17f5db7143_0
4051,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",2f260a2e68680f35bf0be36ddf59f4d1efe4fc90>0ccdfe3a13f06614120c722476815ed4fc6acf1a_0
4052,background,"This citation provides foundational information about …IGF2 and its relevance, helping to establish context for the study.",9a068a63f5ae85227863a972c7204903fdcca978>73619c0c3ee055ee31944e3a71119e9f68d42794_7
4053,background,"This citation provides foundational information about In and its relevance, helping to establish context for the study.",b667b3efde0de087b7f736fd6d9b6180c978d97d>32c771849468ddf41fe3890da32a0e235cad30f7_1
4054,background,"This citation provides foundational information about ν and its relevance, helping to establish context for the study.",358beab9c4cb7d99b81f131e66ad6b5fc3870f63>c09985b2adf604b13ccfffeb5a9edec63c171427_0
4055,result,"This citation presents findings from an experiment or study, mentioning The as a key outcome or conclusion.",4670f7eb241b89794d10fd5e83249b35776a732d>c14f23f67b549c849c44281842bac9b106b9453c_0
4056,result,"This citation presents findings from an experiment or study, mentioning In as a key outcome or conclusion.",4a44a5659034938bbffc77273c35a2117d140e21>62ab272a23272232456cf68ac8c06064f945d5ef_0
4057,background,"This citation provides foundational information about Comparisons and its relevance, helping to establish context for the study.",ec6c61a06407c64b6ad3ec7f096566f361acf038>7a4127d4a914a9f4cdcb3f45407d3a8a98f29447_2
4058,result,"This citation presents findings from an experiment or study, mentioning Although as a key outcome or conclusion.",e6c61f00e3c75bc1dcbb9886325a4a25801c22da>93dc55c5f3c4b883c2f369a2b1edb9eb8e6bad48_0
4059,background,"This citation provides foundational information about We and its relevance, helping to establish context for the study.",7ec102746b50af4549ff328e649f7c9c875bcd2f>3da8310618b8d9488ab6d6ee10bfcce927a47891_3
4060,method,"The citation describes a specific experimental approach or procedure, such as However,, which is used to conduct the research.",9314cf001a59f4fc840af2676e59beb27944eace>c2c21a64af7157dfcbfa77e7f8f93485b6aefe76_11
4061,background,"This citation provides foundational information about Although and its relevance, helping to establish context for the study.",8ebd0c64a3f1833cac7b8191303ea2bbd05682b5>86fdeaa16c965db52f41ad8489ee38b93590eba6_0
4062,method,"The citation describes a specific experimental approach or procedure, such as Relative, which is used to conduct the research.",9bed3eaf33ec023be17dd6916cc9ca42a9069983>d4524af6eae31d9603fd2f9b34449a8887392ec9_1
4063,background,"This citation provides foundational information about 2000; and its relevance, helping to establish context for the study.",2b80f65e936e58979de232164026543edb2a79e8>8f01119d68d6a980ec1608e905be6e4f58cb328a_5
4064,background,"This citation provides foundational information about Electrode and its relevance, helping to establish context for the study.",77f4a2365ba1b6ffc8d13e049654b1359c29671a>841aba543847838da1e2310ed5339a546c5a2b2d_7
4065,background,"This citation provides foundational information about Because and its relevance, helping to establish context for the study.",68fb5f829fed7e653c3beb8ff5108c417e9ce7cc>2caf8fb1a94dba1d136dda2194deb019dccd9efb_0
4066,method,"The citation describes a specific experimental approach or procedure, such as We, which is used to conduct the research.",7184b56dd919fab78fe2d06a53e2b35766ddd9da>fe13f843c52243e096d7e1a52345a68eaf2cfef1_18
4067,background,"This citation provides foundational information about However, and its relevance, helping to establish context for the study.",25a16f6fda8c4a6b685a3a99315cca3eb148eec2>c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8_2
4068,background,"This citation provides foundational information about ARTICLE and its relevance, helping to establish context for the study.",952660f4a305ebc8bc46ea23dd1ea41464d6681f>6b1223f442606ef04c8c04b36f1cdc0efb14c560_1
4069,method,"The citation describes a specific experimental approach or procedure, such as A, which is used to conduct the research.",65c19075b2dd9314daee152fefb3fbe13b6264bc>06bdb944a7951a87cfc125fd1b0fb015c244e691_1
4070,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",170342ab22d1341be404f17106d738d7f4a4bcd9>7452c2f771f8b369a17affb8bc33423bcc55288c_0
4071,background,"This citation provides foundational information about In and its relevance, helping to establish context for the study.",a5ea7c98ce4e9c46aee1c9d66df85c4a631d4fe3>76673ab572b73ed6e8ebf59f5b5ae28453f873f9_3
4072,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",e022722e6dd6656f9cd1d6662aecdd947ed3c994>9e2b8002db0fecc57f15aff4e82d6be0fdf8b2ae_2
4073,result,"This citation presents findings from an experiment or study, mentioning The as a key outcome or conclusion.",6523f26c9f4fa56ecebd0ad92ca47900a873d782>9f110815bff8294a64526ddfe21ba4b739a8f08b_0
4074,method,"The citation describes a specific experimental approach or procedure, such as Direct, which is used to conduct the research.",93570227d802f3f37f46a42a69016470b8d09789>41a02766e691213fd4840ca2d296a5e4815e6127_0
4075,background,"This citation provides foundational information about In and its relevance, helping to establish context for the study.",f9df603da0731b2c220eb3a6256dbc44bab5f234>7fbeb25f303857182172283ada0fdb67669c2458_3
4076,background,"This citation provides foundational information about What and its relevance, helping to establish context for the study.",e06c8966e57806d20fc9329f16636b2fac2469b8>e4675af68d613dc95ae1c192ed154307a0d3d7be_6
4077,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",f690c2387d4aa7d415f1b6faba6ad15fce57de90>2566fbc8f3c03f790a5646c85fe12b8dc58075b5_3
4078,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",341df40d6d627132d7ce024ae6c52c702eb8aa06>38cd1da6087589033fee82e38b585bd36ed263da_0
4079,method,"The citation describes a specific experimental approach or procedure, such as LSTMs, which is used to conduct the research.",b860d5d4b046c2a9ecb4fc15d2ab5a437874b53c>5db8d3d370107da36241039a0b1996946594b135_1
4080,method,"The citation describes a specific experimental approach or procedure, such as CTL, which is used to conduct the research.",ab78ef0cf314742df99a2a01f9af3cc23eb65b46>46eecf9daff1ef854fd51a8e6963d58126d35a2b_0
4081,background,"This citation provides foundational information about GST-53BP2(715-1005) and its relevance, helping to establish context for the study.",f92ee4af334b6218ccc8dcc45bcc96af59c190a6>aa3d7a72f3ad9fd00cb9b8e683968489cff824cd_1
4082,method,"The citation describes a specific experimental approach or procedure, such as 2011),, which is used to conduct the research.",41ea47515444ef4cce7af0925d302e5531d50f76>13e1c3709424e70cf6e20c0ddda5854f4255ea28_0
4083,background,"This citation provides foundational information about series and its relevance, helping to establish context for the study.",c5c49f3d189e63ff31305cff7973fc1cb113a065>c60bd24a1c685c8211e339314ed7b3e7579bbec9_7
4084,background,"This citation provides foundational information about Thus, and its relevance, helping to establish context for the study.",1101d5e8b3bac5243ccd4251c3f60b59e35ade37>a0372f7f85607ad16681f4e506c195645c5863ee_1
4085,background,"This citation provides foundational information about , and its relevance, helping to establish context for the study.",7801866bcfec901af53dcd6ba7fb381fa54db30e>21c58f2f4a377853fa58c8d5ac624b38df3bc250_0
4086,background,"This citation provides foundational information about , and its relevance, helping to establish context for the study.",f0d5faceb34cd07c8192d9c7ea2887555017b5d3>992cad315b7976deb297dbfa203ad53c5c30db41_0
4087,method,"The citation describes a specific experimental approach or procedure, such as To, which is used to conduct the research.",65832ebb154ef1bac44194239071a04b7299af3b>13cbb1b747814aa6db01892861a601c6b33dd697_9
4088,result,"This citation presents findings from an experiment or study, mentioning It as a key outcome or conclusion.",f15bc93c0361346b34e3b8d0bcb494f10715cd8c>a74a73e1200f2b7cb56cda1eec7f3d8f06ea6ba0_0
4089,method,"The citation describes a specific experimental approach or procedure, such as The, which is used to conduct the research.",8e49b1f857a9f167f66de1dbb86685857d238766>b476d733d5f381659e287f6a6b0028fa6146419f_0
4090,method,"The citation describes a specific experimental approach or procedure, such as Study, which is used to conduct the research.",8006460518c11b147a3058045aa77f80e5e47b3f>95eb88636c1a690ad1c81c9053be5293e0398c67_0
4091,method,"The citation describes a specific experimental approach or procedure, such as As, which is used to conduct the research.",bc511519cf8d4e3e247d7506c38d80f64c6a859e>2c03df8b48bf3fa39054345bafabfeff15bfd11d_5
4092,method,"The citation describes a specific experimental approach or procedure, such as Following, which is used to conduct the research.",90818a54c60a1203a253856690b552204c1222da>3cfbb77e5a0e24772cfdb2eb3d4f35dead54b118_2
4093,method,"The citation describes a specific experimental approach or procedure, such as The, which is used to conduct the research.",65832ebb154ef1bac44194239071a04b7299af3b>13cbb1b747814aa6db01892861a601c6b33dd697_0
4094,background,"This citation provides foundational information about In and its relevance, helping to establish context for the study.",432cf408877fa94000efe2ddd850b9df487599eb>7f801e0979ec0409ac84806cbff4a70b83104fd5_0
4095,background,"This citation provides foundational information about Assuming and its relevance, helping to establish context for the study.",1872080baa7d30ec8fb87be9a65358cd3a7fb649>894be9b4ea46a5c422e81ef3c241072d4c73fdc0_9
4096,background,"This citation provides foundational information about …for and its relevance, helping to establish context for the study.",3ad3837dbb7812a0baf839d8eb88f50035cab156>6b85dce37b745ebafac661f6fad5bfad943f1513_3
4097,background,"This citation provides foundational information about 1 and its relevance, helping to establish context for the study.",c5c49f3d189e63ff31305cff7973fc1cb113a065>c60bd24a1c685c8211e339314ed7b3e7579bbec9_6
4098,background,"This citation provides foundational information about Two and its relevance, helping to establish context for the study.",8725e772d8bcabe3a9228d43a52bba9aeba4a226>bcedaac853ee3e45e4c067796588a224550d891d_0
4099,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",1b7d342e9e8cfc8f2327c9f62f3d40b4be7e8624>00aadd931a2b4603101a355d6b18f2c2bd17a3cd_1
4100,background,"This citation provides foundational information about There and its relevance, helping to establish context for the study.",63bca65605feacc6f7c2668fb085983613baae78>f2677b9f2fd74e43615f33d7f3e8c8e882efd95d_2
4101,background,"This citation provides foundational information about jejuni and its relevance, helping to establish context for the study.",cf7aa95754624f61f0f93b18570d3f4d7ef5a653>f20116e13a37c246a4f4e3d3ff18e4137ea69aaf_2
4102,background,"This citation provides foundational information about Spectra and its relevance, helping to establish context for the study.",5f9e27fd212e0eac30dd8b2e9a53d422f5ca0bd4>9e4ab179a114ed860aebd5ee4699406aa7088069_1
4103,method,"The citation describes a specific experimental approach or procedure, such as Embedding, which is used to conduct the research.",2b08b12e4c4765a51098ea943cb0786b76968049>8729441d734782c3ed532a7d2d9611b438c0a09a_0
4104,method,"The citation describes a specific experimental approach or procedure, such as Data, which is used to conduct the research.",1f1d7ee4296f3b921cb55481f27e00a7d37d6c54>dd647d3f2ba04cb7c2671f37b4648b14c3248077_4
4105,method,"The citation describes a specific experimental approach or procedure, such as Lavergne, which is used to conduct the research.",b14381e28787872c94bf104c4b9d7ce85cece3af>2dda1fbabe86aba44d69f94397ee2d3f353a35a6_1
4106,result,"This citation presents findings from an experiment or study, mentioning Based as a key outcome or conclusion.",6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_5
4107,method,"The citation describes a specific experimental approach or procedure, such as Participants, which is used to conduct the research.",4fabc83c0c87c5c5fa2bacb9aa8f9308c15614aa>d73b8e247c9fa3502bd3e27d3228549b2ad54dfd_0
4108,background,"This citation provides foundational information about …the and its relevance, helping to establish context for the study.",a89979ef0ef381c7b97cedc145fc0624d824cc1f>f986e697ab036562fa61ab501ab4c2a64ddc6494_2
4109,background,"This citation provides foundational information about If and its relevance, helping to establish context for the study.",062ab02c421a101c2f4ce8b57e03efbcad9e65cf>31d31b65fa7b01ce90080264e7d1472af469355d_4
4110,method,"The citation describes a specific experimental approach or procedure, such as Comorbidity, which is used to conduct the research.",41d93644ed1e71686c80f525cb650d69cd18216a>6fcb5211674fef6639a43797ab7a39cd5754a42a_3
4111,background,"This citation provides foundational information about are and its relevance, helping to establish context for the study.",806947e63d13aa0f5581751abfc5d465fa45e6a2>416452593871de7d0ebbd77cf66c9cf94e2da6f7_3
4112,background,"This citation provides foundational information about The and its relevance, helping to establish context for the study.",bfe1862be48ec00fed3765f03719e6fcb6fdb7cd>ff1acf0d62f31b52b76bfd3f7e218a7c9fa4b4bc_0
4113,background,"This citation provides foundational information about If and its relevance, helping to establish context for the study.",4b4fe13852c229370fd62cd62cb3c93d1efdd2f9>9b120571cd65753cd66c02f6cc27590541c6797a_0
4114,background,"This citation provides foundational information about Each and its relevance, helping to establish context for the study.",816c1eb46e950c8b7f084665d708af21f703e9f2>48adc076d7c2c5a74323f8dd61ffa32be706d982_0
4115,background,"This citation provides foundational information about neoformans and its relevance, helping to establish context for the study.",cf627c9411e3bf3e67f23df5d5741ed48490a152>3d2c9ed378b475d7b8c2497ee35c17cb4397c3b4_3
4116,background,"This citation provides foundational information about Overall and its relevance, helping to establish context for the study.",e10519e195451e84f58f81847b94c92f28b3450a>61440752d493b8fe39c0b2d6022dfbd31bd42c8f_3
4117,method,"The citation describes a specific experimental approach or procedure, such as In, which is used to conduct the research.",3395ec800f81af7f7fe77c228c92efcc63d255a7>bc4aa427890c2f4ce4b7acf3f955aa7f137e3e3f_0
4118,background,"This citation provides foundational information about Mutations and its relevance, helping to establish context for the study.",7a9bf55cf151a07a0ca8237e765ba0d1412c73ee>e232a3393e6366652d41b8619b6ffd7b240194e3_6
4119,background,"This citation provides foundational information about It and its relevance, helping to establish context for the study.",952660f4a305ebc8bc46ea23dd1ea41464d6681f>6b1223f442606ef04c8c04b36f1cdc0efb14c560_0
4120,background,"This citation provides foundational information about , and its relevance, helping to establish context for the study.",fc2fa61db68563e26daafe962633ab2b7e8e8b3d>18dba91edf38fe354fd3a1123737185c841be419_5
4121,result,"This citation presents findings from an experiment or study, mentioning Our as a key outcome or conclusion.",440cd84e5d0b7f825bb7c37f0bf5d08ae74b05ab>aaa755ce1aede91735d14134e213374a11df5ee7_0
4122,background,"This citation provides foundational information about Catecholamines, and its relevance, helping to establish context for the study.",6459465b9f73140cfbd1d89f48a1c0795f40b2fa>a6ce5b9263ec014fcbf4d9e7c5e6f15900352f7a_0
4123,background,"This citation provides foundational information about We and its relevance, helping to establish context for the study.",2417526934446d81023af49f27bb7f52044bcb78>73f36294b5992a53e4f075e384fe30a13c629bb4_14
4124,result,"This citation presents findings from an experiment or study, mentioning High as a key outcome or conclusion.",c1ccb344983c0484c753fd079262fe1951203fcf>650a503a8009738f43bd972cca8e956fa080f76d_1
4125,background,"This citation provides foundational information about …for and its relevance, helping to establish context for the study.",fbdf3e1ec97f278a54b4a06320f1e69f1185874c>39a2446c1dece36e32c6773cf4e28306f07c8cba_8
4126,background,"This citation provides foundational information about Of and its relevance, helping to establish context for the study.",1c39273dddad8328bc586d599822eec119721447>adc8f723dc92be644828eb9c943ba36d955b17a9_0
4127,method,"The citation describes a specific experimental approach or procedure, such as This, which is used to conduct the research.",e80f758323a97a2b6b0c1c9d0203b2e161f88de6>ffbb6ac7171918f60f765dcd5aed10bac9d01a0d_0
4128,background,"This citation provides foundational information about These and its relevance, helping to establish context for the study.",0d2ec8e620a344214571d1bf5060d104bb3213e5>7d9b53587346bfaeabdd5450dc2e6dbdccb2f644_0
4129,background,"This citation provides foundational information about …consistent and its relevance, helping to establish context for the study.",ff9e9a626ab907f0821a6949edf1dec1c2a0a8a0>ab521feed89a9397e278fe1cb66cb7f19e3e2704_3
4130,result,"This citation presents findings from an experiment or study, mentioning Both as a key outcome or conclusion.",fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d>548992f59f682a83a671e7f288f7aa574580d4a5_14
4131,method,"The citation describes a specific experimental approach or procedure, such as Nucleotide, which is used to conduct the research.",a893cb126f2540ae4776fd82f928499abc9b83a4>9b9f819041cb5f7400c99fbc3f709becb7e33119_0
4132,background,"This citation provides foundational information about They and its relevance, helping to establish context for the study.",f3ee10d77b2902a5856ec3854fd946fd75f4316c>3d188c6936ad6dd478e01f2dd34bb2167f43e7d7_0
4133,background,"This citation provides foundational information about that and its relevance, helping to establish context for the study.",aafd435e59c93dfe3187e226919037754d3687eb>3cf593433acf4c10c84a4f98ac964200b52d6e66_4
4134,background,"This citation provides foundational information about and and its relevance, helping to establish context for the study.",26caa74811a36e97415995dba746c0cccef312d4>7f7ab483f72fbe586b4dec3bd0485a2046fc09ed_2
4135,background,"This citation provides foundational information about To and its relevance, helping to establish context for the study.",11452d7d54ccb0a38251b21baf988d2cef80de18>df07e27533ed02351a090850f93259b5ba6df76e_6
4136,background,"This citation provides foundational information about As and its relevance, helping to establish context for the study.",53c37fa1b83086f1b8020c2b270f84ec98ac7401>bbe893200f8dae229d9abac57e176ff53d1e432c_0
4137,method,"The citation describes a specific experimental approach or procedure, such as We, which is used to conduct the research.",c9411482609c16153ee6642525cbe322036f323d>c7c7eb67ff0527cfac32ced00dcf7df09efe8b39_1
4138,background,"This citation provides foundational information about Some and its relevance, helping to establish context for the study.",d79a9cc876798786762088cdacd3978d9beb24d9>12a23d19543e73b5808b35f1ff2d00faba633bb6_3
